createdAt;updatedAt;importId;externalId;source;title;subtitle;externalLink;state;types;isbn10;isbn13;releaseDate;description;remoteImageUrl;thumbnailRemoteImageUrl;externalAverageRating;userRating;pages;languages;purchaseDate;series;location;bookcase;shelf;authors;publishers;categories;tags;readingStatus;startReading;endReading
2022-11-19;2022-11-19;71258822-0135-4C61-83F4-8A8030BF0A8F;Jt24HDlqlS0C;GOOGLE_BOOKS;Demian;;http://books.google.de/books?id=Jt24HDlqlS0C&printsec=frontcover&dq=Demian&hl=&cd=2&source=gbs_api;BOOKSHELF;PAPERBACK;1101590564;9781101590560;2013-07-30;A powerful new translation of Nobel Prize winner Hermann Hesse’s masterpiece of youthful rebellion—with a foreword and cover art by James Franco A Penguin Classic A young man awakens to selfhood and to a world of possibilities beyond the conventions of his upbringing in Nobel Prize winner Hermann Hesse’s beloved novel Demian. Emil Sinclair is a quiet boy drawn into a forbidden yet seductive realm of petty crime and defiance. His guide is his precocious, mysterious classmate Max Demian, who provokes in Emil a search for self-discovery and spiritual fulfillment. A brilliant psychological portrait, Demian is given new life in this translation, which together with James Franco’s personal and inspiring foreword will bring a new generation to Hesse’s widely influential coming-of-age novel. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.;http://books.google.com/books/content?id=Jt24HDlqlS0C&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE713UeMmFbrl6qTCDM22I1xUojWEmFpuU4C1YotldkYHaM18uhFt44UGIP13rypEOAv_1GNDhzWXT16g0kFrdDU6rUCCvEmPsAXHm8HDhCKNHhdLwG7ogbHFOJyLBtNJRjqYjYei&source=gbs_api;http://books.google.com/books/content?id=Jt24HDlqlS0C&printsec=frontcover&img=1&zoom=1&source=gbs_api;5.0;;176;en;;;;;;Hesse,Hermann;Penguin;Fiction;;read;2022-11-19;2022-11-19
2021-06-29;2021-08-12;781D6858-33CE-493B-BCDC-E7DE1CC73458;MbktAAAAYAAJ;GOOGLE_BOOKS;Der Mensch und seine Symbole;;http://books.google.de/books?id=MbktAAAAYAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3530565008;9783530565003;;;http://books.google.com/books/content?id=MbktAAAAYAAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE70p5EvGLy_JWFysbhtZFPDVAViXv_bb8ZefpdEbzyjKQFkQIYdOrjtRmq-dds668RZNTmYA1ghLmGU7FkxB-2kcX6MeO9HRfiuAsTQ6Y316kR6na7dbtse6n6yk6a3uQEUxNKbd&source=gbs_api;http://books.google.com/books/content?id=MbktAAAAYAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE722cKPk0-65yr58yjmFtbfy0Q1tWI6JJCYL7LitndiSv6B9-zJWau3r226gA6aQqZRUiKfsOYuNqyi3Kj4UXm1WiRrU72KJW6eS0SKYh52iG__fbJvFJwzdKX2NzGyl03z56UEv&source=gbs_api;4.0;;320;de;;;;;;"Franz,Marie-Luise von;Jung,Carl Gustav";Walter;"Philosophie;Psychology";Philosophie|||#100C14C;read;2021-06-29;2021-08-12
2022-06-28;2022-08-10;FD647600-9682-4839-8CF8-3F00B036CAB1;sOomEAAAQBAJ;GOOGLE_BOOKS;Der Sohn des Schamanen;;http://books.google.de/books?id=sOomEAAAQBAJ&pg=PP1&dq=978-3-453-21823-9&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;3641280427;9783641280420;2021-09-13;Auf einer Expedition durch den Amazonaswald hat Thomas Fischermann den Schamanenlehrling Dzuliferi Huhuteni kennengelernt. Der Sohn eines der letzten Jaguarschamanen will das Erbe seiner geheimnisvollen Kultur antreten. Seit Jahrhunderten sind die Huhuteni für ihre unerklärlichen Heilungen schwerer Krankheiten bekannt, doch es heißt auch, dass sie nur durch Gedankenkraft ihre Feinde töten können. Dzuliferi erzählt in diesem Buch seine Geschichte und die seines Volkes, aber auch von der vorrückenden Moderne, bewaffneten Goldgräbern, Holzfällern und Drogenschmugglern, die zunehmend in diesem Teil des Waldes gesichtet werden. Die außergewöhnliche Stimme des Schamanenlehrlings gewährt erstmals tiefe Einblicke in eine ursprüngliche Welt voller Magie und altem Wissen – die so bedroht ist, dass es sie vielleicht schon bald nicht mehr gibt.;http://books.google.com/books/publisher/content?id=sOomEAAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE71FDUGWs1RGyOn6K0LdPegwlRMEXOTBtfIh5Lx2_k0EPuyKXnYmJiCnBstIr8YZ45g0xuBDA6PwbLMxrl9eOFWGd7SctoyJr7bWelrNGZk7o5ncdCUkFo0yVYJm9XbPRHa7w4zf&source=gbs_api;http://books.google.com/books/content?id=sOomEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;304;de;;;;;;"Fischermann,Thomas;Huhuteni,Dzuliferi";Heyne Verlag;Social Science;;read;2022-08-08;2022-08-10
2022-09-13;2022-09-26;5723EEA5-BA0C-4DD6-A548-4215523D7101;kHATAQAAMAAJ;GOOGLE_BOOKS;Der SS-Staat;;http://books.google.de/books?id=kHATAQAAMAAJ&q=Eugen+kogon+der+ss&dq=Eugen+kogon+der+ss&hl=&cd=2&source=gbs_api;BOOKSHELF;PAPERBACK;;;1959-01-01;;http://books.google.com/books/content?id=kHATAQAAMAAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE713SIaR99ULvGjdoR017H9eOj4Am1TQ3qhlegEm-SWj5HuAXIPu4Rf6jeJ9l7rzPMD5Du394uDwAePJ_PnUEr7wqzwU3SUhJjLLLl2065IpLfL6dmg7amdVppVJpN2r8wG7cH57&source=gbs_api;http://books.google.com/books/content?id=kHATAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;419;de;;;;;;Kogon,Eugen;Europ. Verlag-Anst.;Concentration camps;;read;2022-09-13;2022-09-22
2022-11-04;2022-11-06;825B3D70-3E79-47D4-B0D7-096C424BC334;XS54SQAACAAJ;GOOGLE_BOOKS;Der Steppenwolf;;http://books.google.de/books?id=XS54SQAACAAJ&dq=Steppenwolf+suhrkamp&hl=&cd=5&source=gbs_api;BOOKSHELF;PAPERBACK;3518066757;9783518066751;1974-01-01;Den midaldrende hovedperson føler sig splittet i to naturer: et åndsmenneske og et driftsmenneske;;;;;236;de;;;;;;Hesse,Hermann;Suhrkamp;Duitse fiksie;;read;2022-11-04;2022-11-06
2022-11-06;2022-11-06;3299A391-33B0-4E80-B714-7560B4941886;cyIrDwAAQBAJ;GOOGLE_BOOKS;Der wiedergefundene Freund;;http://books.google.de/books?id=cyIrDwAAQBAJ&printsec=frontcover&dq=Der+wiedergefundene&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;3257608268;9783257608267;2017-07-26;Zwei 16jährige Jungen besuchen die gleiche exklusive Schule. Der eine ist Sohn eines Arztes, der andere stammt aus einer reichen Adelsfamilie. Zwischen den beiden entsteht eine innige Freundschaft, ein vollkommenes, magisches Einverständnis. Ein Jahr später ist die Beziehung zerbrochen. Das geschah im Deutschland des Jahres 1933 ...;http://books.google.com/books/publisher/content?id=cyIrDwAAQBAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE715Hiof-TSlWTxba7CEZoPKl6c6uCmAUhzOF61_3BuEtUF4q7mhO9yV1rYUoKI-tI1LKtdHDYugt4iQIu603pFO8NsS7_WccQK4WAjIYLDKfuolrejxfQJvTgXlOQMq_fDdeXKl&source=gbs_api;http://books.google.com/books/content?id=cyIrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;128;de;;;;;;Uhlman,Fred;Diogenes Verlag AG;Fiction;;read;2022-11-06;2022-11-06
2022-04-03;2022-04-08;B771126A-5A95-4344-BCC9-E103E5010E80;QpbFvQEACAAJ;GOOGLE_BOOKS;Die aufgeregte Gesellschaft;;http://books.google.de/books?id=QpbFvQEACAAJ&hl=&source=gbs_api;BOOKSHELF;EBOOK;3570103625;9783570103623;;Konservative Landbewohner mögen Hunde, moderne Städter lieber Katzen. Wutbürger sind eigentlich Ekelbürger. Angst macht nicht fremdenfeindlich. Politische Korrektheit ist ein Erkennungszeichen für Gruppenzugehörigkeit. Menschen leben dort streng religiös, wo es viele Parasiten gibt. Erkenntnisse wie diese präsentiert Philipp Hübl aus weltweiten wissenschaftlichen Untersuchungen. Seine Erklärung lautet: Emotionen prägen unsere moralische Identität und damit unsere politischen Präferenzen. Zwischen Traditionalisten und Kosmopoliten verstärkt sich die Polarisierung, wir leben in einer immer aufgeregteren Gesellschaft. Dabei geht es um die Frage, welche Werte ein gutes Leben ausmachen. Die Bruchlinien verlaufen zwischen Alt und Jung, Land und Stadt, Auto und Fahrrad, Tatort und Netflix, Vergangenheit und Zukunft. Wir sind der Aufregung aber nicht hilflos ausgeliefert, sondern in der Lage, selbst zu entscheiden, nach welchen Werten wir leben wollen.;;;3.0;;429;de;;;;;;Hübl,Philipp;C. Bertelsmann;;;read;2022-04-03;2022-04-08
2023-05-04;2023-05-08;0D2C37B8-5CDA-4734-853F-EB88686729BD;fxzgxwEACAAJ;GOOGLE_BOOKS;Die Bestie von Buchenwald;;http://books.google.de/books?id=fxzgxwEACAAJ&dq=Pierre+durand+bestie&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;;;1986-01-01;;;;;;191;de;;;;;;"Durand,Pierre;Durand,Pierre";Militaervlg. der Deutschen Demokratischen Republik;;;read;2023-05-04;2023-05-08
2022-05-12;2022-05-26;9781F579-64B8-47A7-97EA-D43926BFA9C1;GFWlPQAACAAJ;GOOGLE_BOOKS;Die Beziehungen zwischen dem Ich und dem Unbewußten;;http://books.google.de/books?id=GFWlPQAACAAJ&dq=isbn:9783423351706&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;3423351705;9783423351706;;;;http://books.google.com/books/content?id=GFWlPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;134;de;;;;;;Jung,Carl G.;Dt. Taschenbuch-Verlag;Psychoanalysis;;read;2022-05-12;2022-05-16
2022-11-01;2022-11-03;CB65D776-A50C-4024-BD53-4C9CCBDE5EF2;VkZSxAEACAAJ;GOOGLE_BOOKS;Die Chinesen;;http://books.google.de/books?id=VkZSxAEACAAJ&dq=isbn:9783548061320&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;354806132X;9783548061320;2019-12-27;;;;;;448;de;;;;;;"Baron,Stefan;Yin-Baron,Guangyan";Ullstein **5109136;Psychology;;read;2022-11-01;2022-11-03
2022-09-26;2022-09-30;F102B389-B747-4B8C-8BE2-62963C32A350;Z7dVPeKh5tMC;GOOGLE_BOOKS;Die Geburt der Tragödie;;http://books.google.de/books?id=Z7dVPeKh5tMC&pg=PT2&dq=Nietzsche+jazzybee&hl=&cd=12&source=gbs_api;BOOKSHELF;EBOOK;3849616274;9783849616274;2012-01-01;"Die Serie ""Meisterwerke der Literatur"" beinhaltet die Klassiker der deutschen und weltweiten Literatur in einer einzigartigen Sammlung für Ihren eBook Reader. Lesen Sie die besten Werke großer Schriftsteller,Poeten, Autoren und Philosophen auf Ihrem Reader. Dieses Werk bietet zusätzlich * Eine Biografie/Bibliografie des Autors. ""Die Geburt der Tragödie"" ist ein Buch von Friedrich Nietzsche, das er zuerst Anfang 1872 veröffentlichte. Es war das erste bedeutende Werk Nietzsches, mit dem sich der damals 27jährige Philologieprofessor zugleich von der wissenschaftlichen Philologie distanzierte. Auf etwa 100 Buchseiten und in 25 knappen Kapiteln entwickelt der Jungwissenschaftler aus seinen Studien des Griechentums, seiner Liebe zur Musik und der Wertschätzung Schopenhauers und Wagners sein kulturelles Weltbild. (aus wikipedia.de)";http://books.google.com/books/content?id=Z7dVPeKh5tMC&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE72gRlwbvrXzvpI6ezjND9DXVgruZmHV1xhlKiBQKtUaz82oZuX5j1YLkce_U58ky3hLDWNgCdmElAuYs98OPcDJJpYzvYQjRlVnqeFE7arpGnohNHsCPFSfTgkVN-oewPmwM7jG&source=gbs_api;http://books.google.com/books/content?id=Z7dVPeKh5tMC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;110;de;;;;;;Nietzsche,Friedrich;Jazzybee Verlag;;;read;2022-09-26;2022-09-30
2022-10-16;2022-10-28;6D8FB45A-5322-4B36-8533-AD24960FB8E4;qxK5zgEACAAJ;GOOGLE_BOOKS;Die Macht der Geheimbünde;;http://books.google.de/books?id=qxK5zgEACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3742320130;9783742320131;2022-03-22;;;;;;256;de;;;;;;Kohlmaier,Hannes;riva Verlag;"Freemasonry & Secret Societies;Social Science";;read;2022-10-16;2022-10-20
2023-03-01;2023-03-12;F1A1E0B8-3AE9-4809-B18E-CCC9A53783D3;axU-rgEACAAJ;GOOGLE_BOOKS;"Die protestantische Ethik und der ""Geist"" des Kapitalismus";;http://books.google.de/books?id=axU-rgEACAAJ&dq=Weber+protestantische&hl=&cd=2&source=gbs_api;BOOKSHELF;PAPERBACK;3658074310;9783658074319;2015-07-10;​ Max Weber gilt zu Recht als bedeutendster Soziologe des 20. Jahrhunderts, der als „bürgerlicher Marx“ die engen Wahlverwandtschaften zwischen der religiösen Ethik des asketischen Protestantismus und der modernen, auf dem freien Unternehmertum beruhenden kapitalistischen Berufsethik aufgezeigt hat. Mit dieser Neuausgabe seiner berühmten Studie über die „Protestantische Ethik“ wird deren Originalfassung von 1904-05 zusammen mit den wichtigsten Änderungen von 1920 wieder einem breiteren Publikum zugänglich gemacht. Die vorliegende quellenkritische Edition macht zugleich deutlich, in welchem Ausmaß Webers großer kapitalismuskritischer Entwurf, der von ihm als eine Art „spiritualistischer“ Gegenposition zur Geschichtsphilosophie des Historischen Materialismus aufgefasst worden ist, zugleich als sein persönlichstes Buch verstanden werden kann.​;;http://books.google.com/books/content?id=axU-rgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;250;de;;;;;;;Springer VS;;;read;2023-03-12;2023-03-12
2022-05-17;2022-05-26;ECCE13CA-047B-4ADA-BCF1-3A7A36146EE3;3rG5PQAACAAJ;GOOGLE_BOOKS;Die Psychologie der Übertragung;;http://books.google.de/books?id=3rG5PQAACAAJ&dq=isbn:9783423150699&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;3423150696;9783423150699;;;;;;;173;de;;;;;;Jung,Carl Gustav;Deutscher Taschenbuch Verlag;Alchemy;;read;2022-05-17;2022-05-20
2021-01-15;2021-02-03;E08F08F9-4C11-4D45-8B97-BFB4E6E17BFB;PShTAAAACAAJ;GOOGLE_BOOKS;Die Yanomami-Indianer;;http://books.google.de/books?id=PShTAAAACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3492239226;9783492239226;;;;http://books.google.com/books/content?id=PShTAAAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71nSIJE6r4NU77fUcePqg1--RAZsj-4cfcE_6gyZ7-Q_OBt4wP-r2Yud92Gs-FvNXrlUhdS-Q68_qOhVsFRW5NJ8CDWSWVUJ5DZWAup2ZyXgGRjtGGVpF8SqvYkdWf-6INQsdK3&source=gbs_api;3.0;;412;;;;;;;Nehberg,Rüdiger;Piper;Adventure;Globetrotter|||#376B38;read;2021-01-15;2021-01-15
2021-02-09;2021-02-26;047300E5-52D3-45BB-932B-49C904DA7092;_s1yPQAACAAJ;GOOGLE_BOOKS;Ein Drache in der Schultasche;;http://books.google.de/books?id=_s1yPQAACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3473522848;9783473522842;;"Durch Zufall findet Jeremias den geheimnisvollen Laden. Weshalb er ausgerechnet diese schimmernde Kugel kauft, weiss er eigentlich nicht. Und dass er damit ein Drachen-Ei erstanden hat, war schon gar nicht geplant. In der nächsten Vollmondnacht ist es dann soweit: Ein winziger, feuerroter Drache entschlüpft dem Ei. Über Nacht ist Jeremias zur Drachenmutter geworden und ab sofort für alle Bedürfnisse des Kleinen zuständig. Das heisst, Fressen organisieren, vor allem das! Denn der kleine Drache verschlingt Unmengen Futter. Zusehends wird er grösser, lernt fliegen, Feuer spucken - für Aufregung ist gesorgt! Schon bald ist der Drache flügge. Und für Jeremias heisst es, Abschied nehmen. Reale und phantastische Elemente sind in diesem spannenden Buch dicht und sehr geschickt ineinander verwoben. Eindrücklich gelingt dem Autor die Schilderung der wachsenden innigen Beziehung zwischen Knabe und Drachenkind; da geht es um Liebe und Geborgenheit, um Verantwortung, ums Streiten und Versöhnen und schliesslich auch ums Loslassen. (Quelle: ZKL).";;http://books.google.com/books/content?id=_s1yPQAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73-B0N-6PovVD71G7eYUMNaBBl7gTOl1QR6zHvJDLeL4omVaKU_umgmGNLtZ3YOwNHqJqRW7SVo3s09E6fVpmhRhrC9dzCZFg5mwdvJ3l_xlOVaRh8tMl1S9R6BTLNrtlD9f7La&source=gbs_api;;;190;;;;;;;Coville,Bruce;Ravensburger Buchverl.;"Adventure;Fantasy";Children |||#376B38;read;2021-02-09;2021-02-09
2022-04-12;2022-05-11;2DD6BD96-C7EB-4C99-ADD9-F05106E277AA;9iSuXwAACAAJ;GOOGLE_BOOKS;Ein Mann, ein Boot, zwei Kontinente;;http://books.google.de/books?id=9iSuXwAACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3768807487;9783768807487;;;;http://books.google.com/books/content?id=9iSuXwAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72T387cntMzao3ArdjTVaRIwp1V-bKFpv_XxI7pq8srWWMTWQ8spA7qVT0gR9VzXIb6QC81qqE6CNaF_oNp_gAJ4gbfMBqhcih-xTgv93amCedjyOfR1SDtfc00vBvKZJtguIDo&source=gbs_api;;;228;de;;;;;;Lindemann,Hannes;Delius Klasing;;;read;2022-04-12;2022-04-28
2021-03-29;2021-04-30;C9B0E013-2B4D-4E60-9A57-9C9B86D40D17;_Ux5PQAACAAJ;GOOGLE_BOOKS;Einfach entspannen;;http://books.google.de/books?id=_Ux5PQAACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3453081919;9783453081918;;;;;4.0;;249;de;;;;;;Lindemann,Hannes;Heyne;;;read;2021-04-19;2021-04-29
2021-02-02;2022-02-19;B8E14F97-29FE-4A2E-AE18-0B3F70DA731F;yZELSgAACAAJ;GOOGLE_BOOKS;Einführung in die Philosophie;;http://books.google.de/books?id=yZELSgAACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3492100139;9783492100137;;Dieses Buch ist die erfolgreichste Einführung in die Philosophie der Nachkriegszeit. Ein klassischer Text eines bedeutenden Philosophen dieses Jahrhunderts. Ausgehend von der Strittigkeit der Philosophie werden in 12 Vorträgen Grundlagen und Bedingungen des Philosophierens entfaltet. Im Anhang werden Lektürevorschläge zum eigenen philosophischen Studium gegeben. (Ec).;;;2.0;;133;de;;;;;;Jaspers,Karl;Piper;"Philosophie;Politics";"Existence philosophy |||#4D4DFF;Philosophical History|||#0700B3";read;2021-03-02;2021-03-10
2022-06-03;2022-08-01;E0CA1B04-DA11-47F9-BBA4-D9BBD2D09F1C;ZZdQAAAAYAAJ;GOOGLE_BOOKS;Epikurs Philosophie der Lebensfreude;;http://books.google.de/books?id=ZZdQAAAAYAAJ&q=Epikurs+philosophie+der+lebensfreude&dq=Epikurs+philosophie+der+lebensfreude&hl=&cd=2&source=gbs_api;BOOKSHELF;PAPERBACK;;;;;http://books.google.com/books/content?id=ZZdQAAAAYAAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE70nS9a8yUD2pc_gw39mW7t2GPteRn4-QT_gF2ss9jdz54uy7xIvM2AsF45w4HdCl957mxGrT0g326RziwjjxsTdxq0Ey-KW4d40h3GC3XFSTwOwLUB6yhNtgJ-pje3ng3Qq09Y_&source=gbs_api;http://books.google.com/books/content?id=ZZdQAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;107;de;;;;;;Schmidt,Heinrich;A. Kröner;Epicurus;;read;2022-06-03;2022-06-06
2021-03-11;2022-03-12;E0B74FD9-E782-4CFB-A997-549ECE57F76B;M_8MAAAAIAAJ;GOOGLE_BOOKS;Erinnerungen, Träume, Gedanken;;http://books.google.de/books?id=M_8MAAAAIAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3530407348;9783530407341;1962-07-14;;http://books.google.com/books/content?id=M_8MAAAAIAAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE73STW7vxtIYA__VY3xmmgsudLKdXDMliKUwVfQnZE-Q_uq_0hG-slDDWzH0pjVwV1xfYLZHH0CjTvgUcALRWNomIwkQ5OQBEzNoIp3xWNJsBlDAnx1fmTe2zYIf3HRLT2LPLogg&source=gbs_api;http://books.google.com/books/content?id=M_8MAAAAIAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70MFVbSME2O-ElsVKr-XMMSAUy-Yhq26MBN6_m-jhN_tZHDsm2o1wArTSSMVik42Gmyz2PYVAjdgS6-Oij7DIeDKDe4OAWzAwJmYzNrMIYuaGUegcKuqXfaa5QbIf_QLgd91nlo&source=gbs_api;4.0;;419;de;;;;;;"Jaffé,Aniela;Jung,Carl G.";Rascher Verlag;"Philosophie;Psychology";"Jung|||#D9EC37;Philosophical History|||#0700B3;Visionary |||#0700B3";read;2021-03-11;2021-07-26
2023-01-22;2023-01-25;21EBC292-8013-447F-8F5C-5EA997698E80;GOCkMHFWgF0C;GOOGLE_BOOKS;Fight Club;;http://books.google.no/books?id=GOCkMHFWgF0C&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;0099765217;9780099765219;1997-01-01;Every weekend, in basements and parking lots across the country, young men with good white-collar jobs and absent fathers take off their shoes and shirts and fight each other barehanded for as long as they have to. Then they go back to those jobs with blackened eyes and loosened teeth and the sense that they can handle anything. Fight Club is the invention of Tyler Durden, projectionist, waiter and dark, anarchic genius. And it's only the beginning of his plans for revenge on a world where cancer support groups have the corner on human warmth.;http://books.google.com/books/content?id=GOCkMHFWgF0C&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73tFjz_Bw51C1p77shXZv_FboezGKfAjP-4mI9tBlktEc_Box-7v-a5Tt_Q8B8yyUS3QsgRFTOdwyVBThqJG00yOLD8yS-OqEcuC6XppuHRu5bTk_lgVmpZI0syB1QKc_-nX5gB&source=gbs_api;http://books.google.com/books/content?id=GOCkMHFWgF0C&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73tFjz_Bw51C1p77shXZv_FboezGKfAjP-4mI9tBlktEc_Box-7v-a5Tt_Q8B8yyUS3QsgRFTOdwyVBThqJG00yOLD8yS-OqEcuC6XppuHRu5bTk_lgVmpZI0syB1QKc_-nX5gB&source=gbs_api;3.5;;208;en;;;;;;Palahniuk,Chuck;Vintage;"Black Humor;Black Humor;Fiction;Humorous;Humorous";;read;2023-01-22;2023-01-25
2023-04-27;2023-05-03;ACFF2A0C-23DA-4277-A8D1-BE7AE6026C00;aAxcAAAACAAJ;GOOGLE_BOOKS;Hirohito;;http://books.google.de/books?id=aAxcAAAACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3453032500;9783453032507;1989-01-01;;;;;;187;de;;;;;;Kirchmann,Hans;Heyne;;;read;2023-04-27;2023-05-03
2021-01-26;2021-02-03;8436822B-CE22-4F78-A9C3-E0AE45D3831D;m3UvBwAAQBAJ;GOOGLE_BOOKS;How Google Works;;http://books.google.de/books?id=m3UvBwAAQBAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;;;;;;http://books.google.com/books/content?id=m3UvBwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73MAEr2sAO2FfnGm58856X2t7ABXOO-MYDkl-eYX8UmtiOdetemkPXuZFfX6pEeCFmnEuBaG4XmFHRKqCHe0o4aQtjBDasRFF97L2cSh3kko47RJOwrlIg33ez8n6hls0ylC2iw&source=gbs_api;4.0;;406;;;;;;;Eagle,Eric Schmidt, Jonathan Rosenberg and Alan;Books Content Development;Leadership;"Leadership|||#400F70;SEM|||#4CFF4D";read;2021-02-02;2021-02-02
2021-07-28;2021-07-29;43A6B437-A75A-4DA6-A3DC-4528C2E9B485;dNIyvgEACAAJ;GOOGLE_BOOKS;How to Win Friends and Influence People;;http://books.google.de/books?id=dNIyvgEACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;1785042408;9781785042409;2019-08-06;;;http://books.google.com/books/content?id=dNIyvgEACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72EHSkgDWsPAWGzr4lJuQy4WbawGvAeDVvZ3FCz-Skn4BIp3bTxMjWf8Y-Q5--EJHFoZ5EZR0a0gw50ovIkp5nfhcNKrZgeQNsElbIIeLxlUFNvfkR5d3Pj3NdCclQFvjhdG_9n&source=gbs_api;;;304;en;;;;;;Carnegie,Dale;Penguin Random House;;;read;2021-07-28;2021-07-29
2021-04-13;2021-04-13;23AB828F-9BE3-4D4F-8B47-DE8E8E9D5BAE;k1ziAgAAQBAJ;GOOGLE_BOOKS;Im Westen nichts Neues;;http://books.google.de/books?id=k1ziAgAAQBAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3462308157;9783462308150;2014-01-23;Zum hundertsten Jahrestag des Kriegsbeginns 1914: sämtliche Werke von Erich Maria Remarque zum Ersten Weltkrieg, durchgesehen und in neuer Ausstattung. Wie kein anderer Autor erzählt Remarque in diesem sensationellen Erfolgsroman von den Schrecken des Ersten Weltkriegs – ein Klassiker der Weltliteratur. »Dieses Buch sollte in Millionen Exemplaren verbreitet, übersetzt, in den Schulen gelesen, von allen den Krieg bekämpfenden Gruppen gekauft und verschenkt werden.« Ernst Toller;http://books.google.com/books/publisher/content?id=k1ziAgAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE72A4_0MFCw3QVqLqwB2Chvtih3tATtoxPUUPPvvEZA4Aa3BkbEQ_tfiYtZEVQG1UhWEMIjpA1rpwE6EmdOELm6KmYMeIGf39vTMBxfhcEwOWUcVeCRkN6bC9TWnpysRvf59BvyE&source=gbs_api;http://books.google.com/books/publisher/content?id=k1ziAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72wq9TuqRvhblmeL01Ut4tWtmWF-WFdynOd4tSqM7YjXKKNwcaPp6LBbRVUmZdyUYdG0uCxewIQNjNkTrbWpTexqOvzqzYnpl64dN0dtpqmELwZAsd-lTdrpCDrwKpccVY3x_B0&source=gbs_api;5.0;;336;de;;;;;;Remarque,E.M.;Kiepenheuer & Witsch;"Classics;Fiction;History";"II WW|||#376B38;Must read |||#6642FFFFFFFFFFFFFFFF";read;2021-04-13;2021-04-13
